Aaron,2|13;6|22;10|27;7|1
Darius,4|12;8|24
Dasius,10|20
Dathus,7|3
Davanzatus,7|7
David,6|17;6|25;12|30;5|24;12|29;12|11;7|15
Davidagius,5|1
Davinus,6|3
Decentius,10|28
Declan,7|24
Declanus,12|1;7|25
Decorosus,2|15
Decumanus,8|27;3|1
Defendens,1|2
Deicolus,1|18;1|24
Delphinus,12|24;12|23
Demetria,6|21
Demetrianus,5|15
Denise,12|5
Dennis,12|26;5|25;5|9;2|26;11|17;4|8;10|9;6|12;6|9;4|22;12|4;10|8;10|3;10|16;3|12
Dentelinus,7|14;3|16
Deocarus,6|7
Deodatus,4|24;6|20;6|19;2|3;9|27;6|27;10|15
Deppa,6|26
Derbillia,10|26
Derek,8|25
Desiderat,4|30
Desideratus,12|18;7|27;5|8;2|11
Desiderius,5|23;10|27;11|16;11|15;1|19;1|20;2|11;10|19;9|30;9|19;9|18;3|25
Designatus,1|13
Deusdedit,11|8;10|9;6|30;7|14;7|15;12|10;8|10
Devota,1|27
Diaconanus,12|23
Diana,6|10
Diateria,10|2
Dicentius,6|25
Dictinus,7|24;6|2
Dicullus,2|11
Didacus,4|28;11|13;11|12
Didimus,12|22
Diepurgis,3|16
Digna,9|23;8|11;9|22
Digna-Merita,6|17
Dimitry,10|8;11|21;11|29;10|25;12|22;10|26
Dinocus,6|4
Diocletianus,5|16
Diogenes,6|17;6|16;8|3
Dioscoridus,5|28
Disciola,3|10;5|13
Disibodus,9|8;7|8
Divinicus,11|13
Divitianus,10|5
Doda,9|28;4|24
Dodo,10|28;4|7;3|30;10|1
Dodolinus,4|1
Dogmael,6|14
Domangartus,3|24
Domania,10|1
Dominator,11|5
Dominic,8|4;5|12;5|24;8|12;12|20;1|22;8|5;5|23
Dominique,7|6;5|13
Dominius,11|13
Domitianus,5|7;8|9;6|22;2|5;7|1
Domitilla,5|7
Domitius,10|23
Domninus,10|9;11|3;2|13;5|15
Domnius,5|7;1|5;4|11
Domnolenus,10|21;6|25
Domnolus,5|16;6|16;12|1
Domnus,3|13
Donanus,4|17;4|18
Donata,12|31
Donatianis,10|13
Donatianus,10|14;8|7;5|24
Donatus,9|5;8|14;8|18;8|19;8|7;3|2;10|8;11|1;7|23;4|1;3|1;8|17;8|21;1|11;7|26;12|12
Donevaldus,7|15
Donoaldus,8|11;8|10
Donorcius,8|20
Dorbheneus,10|28
Dorotheus,5|15;9|9;3|28
Dorothy,2|12;2|11;2|13;6|25;2|7;10|28;2|6
Dorus,11|20
Drausus,3|5;6|2
Droctoaldus,11|8
Droctoveus,4|25;3|10
Drogo,4|16
Drostanus,12|14;7|11
Druthmarus,2|15
Dubricius,11|14
Dulcardus,10|25
Dulcidius,10|17;10|16
Dulcilinus,7|8
Dulcissima,9|16
Dulcissimus,4|19
Dunstanus,5|19
Duthacus,3|8
Dutherius,8|28
Duvanus,11|11
Dymna,5|15
Eadbertus,5|6;3|6
Eadburga,7|18;6|15;12|13
Eadnochus,10|19
Eadsius,10|29
Ealswitha,12|5
Eanswida,9|12;8|31
Earcongota,2|23
Eata,10|2;10|26
Ebba,8|25;8|23
Ebbo,8|27;2|15
Eberhardi,11|30
Ebregisilius,8|31
Ebrulfus,7|26;12|29;7|25
Ecclesius,7|27
Echenus,2|11
Edentius,5|6
Edgarus,7|8
Edibius,12|10
Edicius,10|23
Edictius,3|13
Edigna,2|26
Editha,11|3;9|16
Edmund,11|15;11|20;11|17;4|29;6|9;11|16
Edward,1|7;3|18;6|20;1|12;10|13;10|20;1|5
Edwinus,10|12;10|4
Effremus,7|9
Egbertus,12|9;8|20;4|24
Egecius,11|3
Egelwinus,11|28
Egemonius,1|8
Egidius,4|23;5|14;9|1
Egwinus,12|30;1|11
Ehoarnus,2|11
Eigil,6|15
Eigilis,6|28;5|29
Einbeta,9|16
Ela,2|1
Elaphius,8|19
Eldradus,3|13
Eleuchadius,2|14
Eleutherius,4|22;10|8;12|4;10|3;10|9;10|16;11|24;5|26;5|21;4|19;4|18;4|9;2|20;8|31;8|25;8|16;7|26;7|9;5|29;9|6
Elfegus,3|12;4|19
Elfleda,2|8
Elfledis,10|29;10|23
Elgiva,5|18
Elgive,6|30
Elias,4|17;4|12
Eligius,7|14;1|9;12|8
Eliphius,10|16
Eliseus,6|14
Elius,7|18
Elizabeth,5|1;6|18;5|2;11|19;7|4;4|18;11|26
Elmer,3|24
Elmerus,8|27;8|28
Eloquius,12|3;10|8
Elpidius,6|18;7|16;5|24;6|16
Elsiarius,6|5
Elvanus,1|1
Elwinus,10|27
Emerentiana,1|23;2|23
Emericus,11|4;9|2;11|5
Emerita,12|4
Emeritus,6|11
Emerius,1|27
Emetherius,3|3
Emetrius,1|24
Emigdius,8|5
Emile,11|16
Emiliana,6|30
Emilianus,10|11;11|12;3|10;9|11;1|28;6|25
Emilius,2|1;5|22;5|28
Emmanuel,2|27
Emmeramus,9|22
Emmo,4|29
Emmon,10|19
Endeus,3|21
Engelbertus,11|7
Engelmarus,1|14
Engelmund,6|21
Englecius,11|3
Engratia,4|16;4|15
Ennodius,7|17
Enogatus,1|13
Eobanus,7|26
Eoharnus,2|11
Eoladus,8|28;2|26
Eonius,8|3;8|17;8|30
Eormenhildis,2|13
Eovaldus,7|17;5|7
Epaphroditus,3|22
Eparchius,7|1
Epegatus,5|28
Ephenicus,5|9
Ephisius,1|15
Epictetus,5|23
Epimachus,5|10;3|22
Epimeneus,2|18
Epiphania,10|6
Epiphanius,8|4;1|22;11|11;11|22;1|21
Eptadius,8|22;8|24
Equitius,3|7
Erasmus,7|20;6|2;6|10;6|3;6|7
Eremberta,7|8
Erembertus,5|14
Eresvitha,9|1
Erfo,11|9
Ergnata,1|8
Erhardus,7|20;10|8;1|8
Eric,3|14;7|14;11|1;10|5;7|20;7|18;7|15;7|13;7|12;6|30;6|18;3|12;1|20;1|19;1|16;2|15
Erineus,8|9
Erintrudis,6|30;9|4
Erkenbertus,12|23
Erkenbodonis,4|12
Erkentrudis,5|14
Erkenwoldius,4|30
Erkenwoldus,11|14
Erluinus,5|23
Ermelindis,10|29
Ermenburga,11|19
Ermenfredus,9|25
Ermengaudus,11|3
Ermenigildis,4|13
Ermino,4|26;4|25
Erminoldus,1|6
Esaia,7|6
Eskillus,6|11;10|6;6|18;6|12
Esopius,9|9
Estervinus,1|12;3|7
Eternus,7|16;7|15
Ethbinus,10|19
Ethelbertus,2|24;10|17;5|20
Ethelburga,10|11;7|7
Etheldreda,10|17;6|23;10|16
Etheldrita,8|2
Ethelredus,5|4;10|17
Ethelwida,7|20
Ethelwoldus,4|21;2|12;9|10;8|1;3|23
Etherius,7|27;6|14;8|27
Ethernanus,12|21;12|2
Ethernascus,12|22
Euaristus,10|26
Eubertus,2|1
Eucharius,12|8;10|27;12|9;2|20;2|27;8|11
Eucherius,2|20;11|16
Eudaldus,5|11;11|6
Eudo,11|20
Euergillus,9|14;3|28;10|24
Eufredus,10|11
Eugendus,1|1
Eugene,1|8;12|30;11|22;11|17;11|15;9|6;8|23;7|14;7|13;7|16;7|23
Eugenia,9|11;2|8;4|7;6|7;12|25;12|23;9|12;12|12;9|16
Eugenianus,1|8
Eugeus,7|29
Eulalie,2|4;2|13;2|12;8|27
Eulalius,8|26;2|20;2|16
Eulogius,3|15;3|11;2|21;2|13;1|21;1|9;2|11
Eumachius,1|3
Eunanus,9|7
Eunomius,2|9
Eunucius,9|10
Eupergius,3|14
Euphebius,5|23
Euphemia,2|12;9|17;4|7;4|13;5|16;6|17
Euphrasia,2|11;3|13
Euphrasius,1|14;5|15
Euphronius,8|3;8|7;8|4
Euphrosyna,2|11;5|7
Euphrosyne,7|7;7|18
Euphrosynus,11|3;5|1
Eupilius,10|11
Euplus,8|12
Euprepitis,11|30
Euprepius,8|21
Euprobius,4|30
Eupuria,5|16
Euriela,10|1
Europia,9|15
Eurosia,6|25
Eusanius,7|9;7|7
Eusebia,3|16;10|8;10|29
Eusebius,6|20;6|22;9|25;8|29;9|24;3|5;5|3;9|12;8|14;5|22;12|16;10|15;10|2;6|21;10|30;8|1;4|18;3|23;1|31;12|15;8|2;9|26;8|12
Euseus,2|8;2|15
Eusicius,11|27;4|28
Euspicius,6|17;7|20;6|14
Eustachius,10|29;2|21;9|19;7|16;11|2;11|4;10|27;10|11;3|29;2|20;9|20
Eustacius,11|1;11|3
Eustadiola,6|8
Eusterius,10|19
Eustochia,9|28;2|27
Eustochius,9|19
Eustorgius,9|18;6|6
Euthicetis,4|15
Euthymius,8|29
Eutropia,12|14;7|23;9|26
Eutropius,7|15;4|30;10|14;9|18;5|27
Eutychianus,12|8
Eutychius,6|5;2|4;4|15;12|11;11|26;11|21;5|23
Eva,9|6
Evagrius,4|3
Evangelista,7|26;3|20
Evasius,12|2;11|28;5|1;12|1
Evellius,5|11
Eventius,9|17;11|14;5|4;3|26;5|3
Everett,4|17;12|16;8|14;4|7;9|28;6|22
Everildis,7|9
Evermarus,5|1
Evermodus,2|17
Evidius,6|13
Evodius,11|12;4|25
Evonius,5|19
Evortius,9|7
Evrardus,2|1
Evremund,6|10
Ewald,10|3
Expletius,7|30;7|27
Exuperantia,4|26
Exuperantius,1|24;12|1;5|30;9|11;5|29
Exuperia,10|12;12|18
Exuperius,8|1;9|28;8|2;11|19;6|14
Eynardus,3|25
Ezechiel,4|10
Ezelinda,6|7
Fabian,12|9;1|27;1|20;1|25;7|23
Fabiola,12|27
Fabius,5|17;7|31
Fabricianus,8|22
Faciolus,9|7
Facius,1|18
Facundinus,9|2;8|28
Fagnanus,8|14
Faith,7|1
Falcon,8|9
Falconis,6|6
Famianus,8|8
Fanchea,1|1
Fandila,6|13
Fantinus,7|24;8|30
Faraildis,1|4
Faro,10|28;10|29
Fastrada,7|21
Fausta,1|4;9|20;12|19;6|15
Faustina,1|15;2|15;7|9
Faustinianus,2|26;2|16
Faustinus,7|18;10|29;5|20;10|13;10|5;8|7;7|11;2|16;6|1;2|17;12|15;5|9;2|15;5|22
Faustus,11|9;1|16;9|28;9|6;2|15;6|9;10|13
Febrionia,6|25
Fechinus,1|20
Fedlimidus,8|6;8|9
Felicianus,6|8;11|11;1|7;7|9;10|27;1|24;7|20;10|20;11|19;6|9
Felicissima,8|12
Felicissimus,5|26;8|12;9|13;11|24;7|15
Felicity,7|10;11|28;3|6;3|7;3|8;3|26;11|23
Felicius,6|18
Felicola,6|13;10|5;6|10;6|12;6|5
Felix,9|19;9|5;9|14;8|27;4|23;9|28;9|24;9|30;7|11;10|18;10|12;9|11;5|29;10|24;8|2;7|25;5|15;7|23;5|14;6|11;7|1;8|12;7|12;8|26;7|14;12|4;6|5;11|16;11|15;5|12;12|22;11|6;7|27;7|19;1|14;7|7;1|27;3|1;8|1;5|18;6|23;10|8;1|30;1|1;3|17;10|27;7|29;3|8;10|10;8|14;1|8;5|2;3|31;7|9;2|23;10|30;3|26;6|16;6|13;9|1;12|29;7|15;2|9;5|30;2|21;2|25
Ferdinand,5|30;6|27
Fergeolus,1|12
Fergus,3|30
Fergusianus,11|18
Fermerius,8|30;10|1
Ferreolus,1|4;9|18
Ferrocinta,11|13
Ferrus,6|3
Ferrutius,10|28;10|29
Festus,12|21;9|19
Fibicius,11|5
Fidelis,2|7;4|24;4|25;10|28;4|22
Fidentianus,11|15
Fidentius,11|16;9|27
Fideus,5|10
Fidis,10|5;10|6
Fidivetenus,12|11
Fidolus,5|21;5|16;5|17
Fiecus,10|12
Filagonia,3|6
Fincana,10|13
Findanus,11|15;11|14
Findoca,10|13
Fingenius,10|7
Finianus,2|6;12|12;3|16;3|18
Finnanus,2|17;4|7;9|10
Fintanus,10|20;2|17;1|3;2|21
Firmatus,10|5
Firmian,4|28
Firmina,11|24
Firminus,10|16;5|4;12|4;10|2;9|7;9|1;4|6;8|18;10|10;12|3;1|14;1|15;1|19;10|11;9|25;9|24
Firmus,8|9;11|3;2|4
Flaccus,9|1
Flamidianus,1|5;12|25
Flaminia,5|2
Flannanus,12|18;4|24;8|28
Flavia,10|5
Flavianus,1|30;1|28;12|22;2|14;8|19;6|10;8|23;11|25;11|24;10|8;5|16
Flavitus,12|18
Flavius,4|30;8|23;5|13
Fledericus,9|13
Flocellus,9|17;9|25
Flodoveus,5|3
Flora,7|29;11|24;6|11
Floregius,7|1
Florence,12|1;7|18;7|7;3|14;6|20
Florentine,8|31;6|20;3|14
Florentinus,10|24;6|10;10|29;4|12;12|1;5|18;7|4;9|27;5|21;5|8
Florentius,5|16;9|23;7|25;9|22;5|4;10|25;10|26;4|3;10|27;6|5;1|3;2|23;7|23;7|22;10|17;5|2;6|27;6|1;11|10;9|19;11|7;5|23;5|15
Florian,11|3;11|2;5|5;5|4;5|11
Floriana,7|9
Floribertus,4|25;11|1
Floridus,11|13
Florina,10|22;5|1
Floris,10|27
Florus,11|1;11|3;12|22;10|31;11|4
Flosculus,2|2
Foca,3|5
Focas,7|14
Foderarius,12|9
Foelan,1|9;6|20
Foilenna,3|3
Foillanus,9|3;10|31
Folcwinus,11|13;12|14
Forannanus,4|30
Formerius,9|25
Fortis,5|13;5|9
Fortkernus,10|11
Fortunata,10|14;10|19
Fortunatus,12|14;5|5;10|14;6|18;4|21;9|2;6|14;7|6;6|30;6|29;6|15;2|26;10|15;6|1;6|7;6|8;6|10;9|26;6|13;8|23;8|14;7|12;12|2;8|27;7|19;6|11;5|15;5|14;8|12;5|21;8|26;8|28;4|23
Fortus,5|16
Fotinus,12|23;8|12;9|2
Fracanus,10|3
Fragulfus,1|16
Frambaldus,8|16;8|15;8|23
Framechildis,5|17
Francarius,9|21
Frances,2|6;6|4;3|9
Francha,4|25
Francis,10|11;12|12;10|4;5|25;10|3;9|17;4|22;1|29;5|26;10|25;9|20;11|1;4|18;5|11;8|18;4|2
Francoveus,5|16
Francus,6|5;5|7;12|11;12|5
Fraternus,9|29;7|9
Frechorius,5|30
Fredebertus,7|26;12|23
Fredegaudus,7|17
Frederic,7|18;1|6;4|27;12|5;5|27;3|3;5|8
Fredulfus,8|5;8|4
Fremerius,10|1;8|30
Fremundus,5|11
Frenscendis,6|30
Friardus,8|1;4|29
Fridestanus,9|10;4|9
Fridolinus,11|14;3|6;6|25
Frigidianus,3|18;11|18
Frisius,6|24
Fritheswitha,2|11;10|19;2|12
Frodoaldus,9|12;9|4
Frodoberta,4|2
Frodobertus,1|8;1|1
Frodulfus,4|22;9|21
Froilanus,10|5;10|1;9|3
Frominius,6|16;7|27;5|10
Fromundus,10|24
Frontasius,4|28;1|2
Frontinianus,9|6
Fronto,10|25
Frontus,10|1
Fructuosus,2|13;4|8;4|16;10|25;12|16;1|21;2|21
Fructus,10|25;10|27
Frudoca,10|13
Fulbertus,4|10;8|2
Fulcaldus,3|15
Fulco,3|2;12|25;5|22;10|26
Fulcrannus,2|10;2|13;4|13
Fulgentius,5|22;9|29;2|8;1|14;1|8;12|3
Fulradus,2|17;7|16
Furmenius,3|23
Furseus,2|9
Fusca,2|13
Fuscianus,5|7;12|11;5|8;6|27
Fymbertus,9|25
Gabinus,2|19;5|30
Gaius,4|16;3|10;4|22;9|27;7|1;1|1
Gajus,8|28;10|5;3|4;10|4
Galactorius,7|27;2|12
Galdinus,4|20;4|18
Galfardus,4|30
Galganus,12|3
Galla,5|31;10|5;2|1;4|6
Gallicanus,6|25
Galliota,6|24
Gallus,10|5;10|23;11|1;10|16;10|15;2|20;7|1
Gamelbertus,1|27
Gandolfus,9|17
Garibaldus,12|23;1|8
Garrett,4|23;10|21;5|31;5|13;6|6;12|30;4|22;12|7;10|3;9|24;8|11;6|13;11|4;10|30;10|25;2|23;2|24;11|16;3|7;4|1;6|7;12|6
Gaudentius,2|12;1|22;11|26;10|25;10|14;10|12;8|3;6|1;2|3;6|19;9|30;8|30
Gaudientius,8|2;8|4
Gaudinus,9|1;2|11
Gaudiosus,3|7;10|26;10|28;11|10
Gaugericus,8|12;9|24;8|11;8|18
Gaulienus,5|31
Gausbertus,12|10;5|27
Gavinus,10|25
Gebhardus,8|27;6|16
Gebizon,10|21
Gebuinus,4|18;6|18
Gedrocius,5|4
Gelasius,2|4;8|26;11|19;1|11;1|29
Geminianus,4|30;5|17;1|31
Geminus,10|9
Gemma,5|12;5|13;6|20;4|24
Gemmulus,2|4
Genebaldus,9|5
Genefeva,10|28
Generosus,7|17;7|10
Genesia,6|8
Genesius,8|25;11|1;6|22;6|21;6|5;6|3;4|20;8|26;10|28;12|16;11|2
Geneveus,7|29
Genevieve,1|3
Gengulphus,5|13;10|3;5|11;10|12;5|9;4|6;5|14
Genistus,4|30
Genitus,10|29;10|30
Gennadius,5|25
Genofeva,11|26;1|10;1|9;10|29;11|27
Gentianus,5|8;12|11;5|7;6|27
Gentilia,1|28
Gentius,5|29;5|16
Genulphus,6|20;2|8
Geoffrey,10|20;8|3
George,7|27;10|20;11|2;4|23;11|9;6|9;8|27;11|10;2|19;4|24;4|25;4|27;12|11
Georgia,2|15
Georius,10|29
Gerannus,7|28
Gerardesca,7|28
Gerasimus,5|14;6|14
Gerbaldus,6|12
Gerbergis,7|24
Gerboldus,6|14
Gerebernus,5|30
Gereboldus,12|7
Gerekinus,7|25
Geremarus,9|24;5|18;5|16
Gereon,10|10
Geretrandus,12|7
Gerius,8|5;5|25
Gerlacus,1|5
Gerlandus,6|18;2|25;5|14
Germaine,7|1;10|1
Germanicus,1|19
Germanus,10|1;10|30;8|4;2|21;4|27;4|30;5|2;5|28;6|27;7|31;7|3;6|8;7|25;10|16;10|11;9|22;10|29;4|12;10|23;10|28;10|26
Geroldus,10|7;4|10;4|19
Gerontius,5|5;5|6;3|23;8|26;5|9;8|25
Gertrude,1|6;12|2
Gerulfus,9|21
Gerundius,7|2
Gervadius,11|8
Gervinus,4|17;3|3
Gezzelinus,8|6
Gibitrudis,10|26
Gildardus,8|24;6|8
Gildas,1|29
Gildericus,5|14
Gilduinus,1|27
Gingurianus,9|27
Giselle,5|7
Gislebertus,10|10
Gislemerius,9|16
Glascianus,1|30
Glisens,7|26
Gloriosus,7|6;7|5;2|3;5|25
Gobbanus,6|20
Gobertus,8|20;11|23;1|26
Gobnata,2|10
Gobrianus,11|3;11|16
Godeberta,4|11
Godebertus,3|6
Godegrand,9|3
Godehardus,5|5;5|4;12|9
Godeleva,4|18;7|6
Godericus,5|21
Godermundus,2|1
Godina,10|1
Godo,5|8;5|26;10|19
Godoaldus,6|7
Godranus,8|6
Godwinus,10|28
Goericus,9|19
Gohardus,6|24;6|25
Golvenus,7|1
Gondebertus,4|29
Gonerius,4|4;7|18
Gordianus,5|10;3|22;9|17;9|9
Gorgonius,3|13;9|7;9|11;12|7;3|11;3|12
Gosbertus,2|3
Goslinus,2|12
Gosslinus,7|31
Goswinus,5|22;10|9
Gotalmus,7|26
Gotscalcus,8|7
Gottfried,10|2;11|8
Gradulfus,3|6
Gramatius,4|25;10|11
Grata,8|25;9|4;5|1
Gratianus,11|10;12|18;10|23
Gratilianus,8|12
Gratulfus,10|11
Gratus,3|20;10|17;10|16;9|7;5|14;10|19;10|8
Greciniana,6|16
Gregory,1|4
Grimbaldus,9|2;7|8
Grimoaldus,9|29
Grimonia,9|7
Guala,9|3
Gualterus,10|15;8|2;1|21;7|22;1|22;5|8
Gudila,9|8
Gudula,1|8;7|6
Guennius,8|19;8|18
Guesnoveus,10|25
Guetonicus,11|5
Guierus,4|4
Guilelmus,9|10
Guimerus,2|13;12|10
Guinalus,11|3
Guinefortus,2|25;8|22
Guinganto,11|28
Guinianus,10|11
Guinochus,10|1;10|26;11|6;4|13
Guislenus,10|9;10|10
Gumesindus,1|13
Gummarus,10|11
Gundecharus,8|2
Gundisalvus,10|21;11|1
Gundleus,3|29
Gunduinus,10|30
Gundulphus,9|6;6|17;3|7
Gunsaldus,11|5
Guntherus,10|9
Gunthildis,9|28;9|22;2|21;12|8
Gunthlelinus,9|13
Guntrammus,3|28
Gunzelinus,9|7
Gurdanius,10|16
Gurloesius,8|25
Gurvalus,6|6
Gusmeus,9|11
Gustanus,11|27
Guthagonus,7|3
Guthiernus,6|29
Guthlacus,4|11
Guy,12|19;12|2;6|17;3|22;1|21;5|3;2|5
Gwendolina,10|18
Haberilla,1|30
Habetdeus,2|17
Hadelinus,2|3;6|27
Hadeloga,2|2
Haduindus,8|20;1|20
Hadulfus,5|19
Hadumadis,11|29
Haimeradus,6|28
Haimon,2|13;3|27;6|15
Hainmarus,10|27
Halinardus,7|29
Halvardus,5|15;5|14
Hannoarius,8|12
Hardwin,8|15
Hariolfus,8|13
Hartmannus,12|23
Hartwicus,12|5
Haseka,1|26
Hathebrandus,7|30
Hathumarus,8|9
Hechberactus,4|24
Hedda,7|7
Hedistius,10|12
Hedwig,10|15;10|17;4|14;3|4;10|22
Hedwigis,8|25;8|26
Hegesippus,4|7
Helanus,10|7
Heldemarus,1|13
Helen,4|23
Helena,8|18;8|19;7|31;11|4;8|13;5|20;5|4;4|15;2|8;2|7;5|21;5|22;7|30;8|6
Helenus,5|4
Helerius,7|16
Heliena,4|20
Heliodorus,7|3
Heliseus,6|14
Helladius,5|8;2|18
Helmtrudis,5|31
Hemelina,10|27
Hemma,6|29;6|28
Heohardus,7|1
Heraclianus,10|24;12|9
Heraclius,7|9;7|14;3|11
Herbernus,10|30
Herbert,8|30;3|20;8|20;3|16
Herblandus,3|25;10|18;3|26
Herculanus,3|2;11|7;11|5;11|6;8|12;9|25;5|16;3|1;8|13
Hereswitha,9|23
Heribaldus,4|25;6|17
Herifridus,10|23
Herlembaldus,6|27
Herlindis,10|12;3|22
Herluca,4|18
Herluinus,8|26
Hermachora,8|12
Hermachoras,7|19;7|12;6|11;8|27
Hermannus,5|28;9|25
Hermes,1|4;8|27;8|28;10|19;7|1
Hermetis,3|1
Hermogenes,12|12;8|23
Hermogenis,4|19
Hermolaus,7|27
Herninus,5|7;11|2
Hero,6|28
Herumbertus,6|7;7|9
Herveus,6|17;7|17
Hesperius,8|23
Hesychius,3|1;11|12;3|16
Heuterius,5|3
Hidulfus,7|11
Hieraclius,3|2
Hierlatius,12|26
Hiero,8|17
Hilarianus,6|15;1|28
Hilarion,10|21
Hilary,5|8;9|27;6|29;11|24;5|16;1|7;7|16;5|15;2|17;2|21;5|5;5|21;6|3;6|26;7|1;9|10;5|20;1|15;9|25;10|25;1|12;1|13;1|14
Hilda,11|17;8|25
Hildebertus,12|1;5|31;5|27
Hildeburg,6|3
Hildegard,8|8
Hildegardis,9|17;4|30
Hildegrim,6|19
Hildegundis,4|20;10|14
Hildelita,3|24
Hildemannus,12|8;12|11;12|3
Hildetrudis,9|27
Hildevertus,5|27
Hildolfus,6|23
Hilduardus,9|7;12|29
Hildulfus,6|23
Himelinus,3|10
Himerus,6|17
Hincmarus,3|5
Hippipodius,4|6;4|22
Hippolytus,1|30;8|22;11|20;1|29;2|2
Hogerus,12|20
Hoildis,4|30
Homobonus,7|6;11|13
Honestus,2|16;7|12
Honorata,1|11
Honoratus,8|26;12|22;5|23;5|16;12|21;10|29;12|14;2|24;1|16;1|14;12|25;12|16;2|8;10|28
Honorina,6|19;2|27
Honorius,9|30;6|19;11|21;4|24;1|9;4|5
Honulfus,12|19
Hope,7|1;9|13;10|23;11|23
Hospitius,5|21;5|25
Hroznata,7|14
Huardo,11|19
Hubert,5|30;9|30;9|17;11|3
Hugo,7|27;3|16;4|9;4|11;4|29;7|6;8|10;10|6;10|8;9|8;10|21;11|7;11|17;4|1;4|20
Hugolina,8|8
Hulbritus,4|24
Humbaldus,10|20
Humbelina,8|21
Humilitatis,5|22
Hunegundis,8|25
Hunfridus,3|8
Hungerus,12|22
Hymeriius,11|12
Hypolistus,5|1
Ibarus,4|23
Ida,1|14;6|20;5|21;3|25;9|4;4|13;1|15;12|16;10|29;11|3
Idesbaldus,4|18
Iduberga,3|17;5|21
Iginius,2|11;1|11
Ignatius,12|17;2|1;6|1;1|31;7|31;12|16;2|4;11|20
Ignorocus,2|1
Ildaura,12|20
Ildefonsus,1|23;1|30
Illuminata,11|29
Illuminatus,7|8;5|11
Imiterius,7|28;7|31
Imperia,9|6
Inanus,8|18
Indaletius,4|30
